OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEO_ID_GRP,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Shape_Leng,BLKGRP_LBL2,Shape_Length,Shape_Area
1144,53,033,030003,3,530330300033,Block Group 3,G5030,S,1456602,0,+47.3619969,-122.3043328,22544.7464927,Blkgrp 0300033,22544.7464926533,15679601.1612815
1145,53,033,030003,4,530330300034,Block Group 4,G5030,S,677256,326321,+47.3687033,-122.3197688,14436.8457378,Blkgrp 0300034,14436.8457378559,10802961.673932
1146,53,033,030005,1,530330300051,Block Group 1,G5030,S,540848,0,+47.3386487,-122.2964125,12901.0366127,Blkgrp 0300051,12901.0366127312,5822000.66359885
1147,53,033,030005,2,530330300052,Block Group 2,G5030,S,963668,0,+47.3331078,-122.3040638,12985.123292,Blkgrp 0300052,12985.1232920205,10373539.8462953
1148,53,033,030005,3,530330300053,Block Group 3,G5030,S,658546,0,+47.3400203,-122.3063587,11096.613134,Blkgrp 0300053,11096.6131340423,7088963.29635463
1149,53,033,030006,1,530330300061,Block Group 1,G5030,S,548077,164002,+47.3257013,-122.3011732,12908.3276205,Blkgrp 0300061,12908.3276205061,7665273.56795058
1150,53,033,030006,2,530330300062,Block Group 2,G5030,S,821342,0,+47.3202924,-122.3087508,12728.8696985,Blkgrp 0300062,12728.8696984834,8841481.86923823
1151,53,033,030006,3,530330300063,Block Group 3,G5030,S,624367,0,+47.3210172,-122.2988741,14661.3151031,Blkgrp 0300063,14661.3151031106,6721132.49179069
1152,53,033,030007,1,530330300071,Block Group 1,G5030,S,408847,0,+47.3543681,-122.3060770,10876.1527303,Blkgrp 0300071,10876.1527302893,4401060.42740389
1153,53,033,030007,2,530330300072,Block Group 2,G5030,S,234681,0,+47.3509703,-122.3101640,7015.86261515,Blkgrp 0300072,7015.86261514055,2526241.98553131
1154,53,033,030008,1,530330300081,Block Group 1,G5030,S,588081,0,+47.3461732,-122.2991055,12247.0413387,Blkgrp 0300081,12247.0413387449,6330418.80002434
1155,53,033,030008,2,530330300082,Block Group 2,G5030,S,491152,0,+47.3530872,-122.3002095,12453.6000927,Blkgrp 0300082,12453.600092718,5287028.61901244
1156,53,033,030008,3,530330300083,Block Group 3,G5030,S,328287,0,+47.3467982,-122.3079439,10388.6050476,Blkgrp 0300083,10388.6050476126,3533833.78521452
1157,53,033,030101,1,530330301011,Block Group 1,G5030,S,298959,0,+47.3262537,-122.3580744,7500.9376079,Blkgrp 0301011,7500.93760788648,3218200.0739947
1158,53,033,030101,2,530330301012,Block Group 2,G5030,S,1759495,885396,+47.3327412,-122.3663199,27165.953471,Blkgrp 0301012,27165.9534710283,28471284.3036449
1159,53,033,030101,3,530330301013,Block Group 3,G5030,S,1258157,1035477,+47.3383066,-122.3469807,30997.3792443,Blkgrp 0301013,30997.3792443216,24690058.6573979
1160,53,033,030102,1,530330301021,Block Group 1,G5030,S,875408,0,+47.3419404,-122.3223046,15796.7630112,Blkgrp 0301021,15796.7630112059,9423403.23941593
1161,53,033,030102,2,530330301022,Block Group 2,G5030,S,783637,0,+47.3358705,-122.3374428,15513.8518411,Blkgrp 0301022,15513.8518410081,8435546.4662446
1162,53,033,030102,3,530330301023,Block Group 3,G5030,S,927256,0,+47.3365727,-122.3270047,18311.0307316,Blkgrp 0301023,18311.0307315357,9981547.0761878
1163,53,033,030201,1,530330302011,Block Group 1,G5030,S,589875,0,+47.3241771,-122.3445494,12736.1424643,Blkgrp 0302011,12736.1424642858,6349813.0597533
1164,53,033,030201,2,530330302012,Block Group 2,G5030,S,518963,64020,+47.3184021,-122.3394426,10696.3705291,Blkgrp 0302012,10696.3705291948,6275627.47816535
1165,53,033,030201,3,530330302013,Block Group 3,G5030,S,704966,0,+47.3287313,-122.3418696,11696.005424,Blkgrp 0302013,11696.005423964,7588711.29012113
1166,53,033,030201,4,530330302014,Block Group 4,G5030,S,993711,0,+47.3185675,-122.3521325,13372.2452585,Blkgrp 0302014,13372.245258472,10697002.2208191
1167,53,033,030203,1,530330302031,Block Group 1,G5030,S,473925,0,+47.3186254,-122.3172114,10076.6390826,Blkgrp 0302031,10076.6390825285,5101658.72713709
1168,53,033,030203,2,530330302032,Block Group 2,G5030,S,610594,0,+47.3184853,-122.3263305,11958.3197846,Blkgrp 0302032,11958.3197845573,6572863.09668359
1169,53,033,030203,3,530330302033,Block Group 3,G5030,S,404462,0,+47.3218559,-122.3317833,10002.5013393,Blkgrp 0302033,10002.5013392523,4353891.22141328
1170,53,033,030204,1,530330302041,Block Group 1,G5030,S,597028,0,+47.3276811,-122.3288618,11522.3558623,Blkgrp 0302041,11522.3558622817,6426794.32026102
1171,53,033,030204,2,530330302042,Block Group 2,G5030,S,869164,0,+47.3306228,-122.3177297,15348.6863049,Blkgrp 0302042,15348.6863048726,9356255.01639218
1172,53,033,030204,3,530330302043,Block Group 3,G5030,S,323565,0,+47.3242118,-122.3186558,7980.60524021,Blkgrp 0302043,7980.60524021105,3483066.36787308
1173,53,033,030304,1,530330303041,Block Group 1,G5030,S,846876,0,+47.2788892,-122.3517768,14253.1749764,Blkgrp 0303041,14253.1749764491,9116596.31927655
1174,53,033,030304,2,530330303042,Block Group 2,G5030,S,2395937,0,+47.2754672,-122.3361363,21532.0637794,Blkgrp 0303042,21532.0637794245,25792104.8085097
1175,53,033,030304,3,530330303043,Block Group 3,G5030,S,4293052,0,+47.2769291,-122.3225149,37537.3696211,Blkgrp 0303043,37537.3696211064,46214426.3675889
1176,53,033,030305,1,530330303051,Block Group 1,G5030,S,1385068,999771,+47.3246180,-122.3944142,23883.5263803,Blkgrp 0303051,23883.5263803285,25672036.3350822
1177,53,033,030305,2,530330303052,Block Group 2,G5030,S,1242606,0,+47.3201514,-122.3704289,18411.4877883,Blkgrp 0303052,18411.4877883097,13376276.4426222
1178,53,033,030305,3,530330303053,Block Group 3,G5030,S,1191715,0,+47.3193067,-122.3834991,16140.6358496,Blkgrp 0303053,16140.6358496156,12828463.2552217
1179,53,033,030306,1,530330303061,Block Group 1,G5030,S,935918,0,+47.3019609,-122.3847591,17939.2955844,Blkgrp 0303061,17939.2955844177,10074951.676632
1180,53,033,030306,2,530330303062,Block Group 2,G5030,S,1613542,563578,+47.3167648,-122.4044433,27566.1645162,Blkgrp 0303062,27566.1645162283,23436089.7190769
1181,53,033,030306,3,530330303063,Block Group 3,G5030,S,717277,66776,+47.3121729,-122.3874770,12964.107294,Blkgrp 0303063,12964.1072940294,8440147.76428726
1182,53,033,030306,4,530330303064,Block Group 4,G5030,S,438570,0,+47.3049365,-122.3800663,11743.8536097,Blkgrp 0303064,11743.8536097378,4721087.68771011
1183,53,033,030308,1,530330303081,Block Group 1,G5030,S,479413,0,+47.3072810,-122.3557765,9427.8028777,Blkgrp 0303081,9427.80287767892,5160771.16996421
1184,53,033,030308,2,530330303082,Block Group 2,G5030,S,561230,0,+47.3124188,-122.3545322,10578.2252018,Blkgrp 0303082,10578.2252018087,6041493.05682035
1185,53,033,030308,3,530330303083,Block Group 3,G5030,S,803692,0,+47.3084323,-122.3465600,15611.5790398,Blkgrp 0303083,15611.5790397223,8651544.17022521
1186,53,033,030308,4,530330303084,Block Group 4,G5030,S,309728,0,+47.3021874,-122.3558550,9120.31922361,Blkgrp 0303084,9120.31922363708,3334169.36126746
1187,53,033,030309,1,530330303091,Block Group 1,G5030,S,511149,0,+47.3105279,-122.3380471,10327.0371289,Blkgrp 0303091,10327.0371289197,5502384.23694322
1188,53,033,030309,2,530330303092,Block Group 2,G5030,S,268871,0,+47.2983982,-122.3321771,8439.83329193,Blkgrp 0303092,8439.83329194037,2894334.61016108
1189,53,033,030309,3,530330303093,Block Group 3,G5030,S,941352,27034,+47.2980780,-122.3376730,20601.3939432,Blkgrp 0303093,20601.3939432407,10424498.3632673
1190,53,033,030309,4,530330303094,Block Group 4,G5030,S,473060,0,+47.3015041,-122.3445641,10182.612401,Blkgrp 0303094,10182.6124010676,5092394.88447654
1191,53,033,030310,1,530330303101,Block Group 1,G5030,S,755847,0,+47.2873851,-122.3561056,12001.4404287,Blkgrp 0303101,12001.4404287133,8136559.21939982
1192,53,033,030310,2,530330303102,Block Group 2,G5030,S,617832,0,+47.2875785,-122.3478101,12240.5614249,Blkgrp 0303102,12240.561424856,6650859.14693894
1193,53,033,030310,3,530330303103,Block Group 3,G5030,S,1025719,0,+47.2957986,-122.3535856,16264.767448,Blkgrp 0303103,16264.7674480274,11041673.6941773
1194,53,033,030310,4,530330303104,Block Group 4,G5030,S,806098,0,+47.2873490,-122.3397759,12680.1794018,Blkgrp 0303104,12680.1794017975,8677549.96832695
1195,53,033,030311,1,530330303111,Block Group 1,G5030,S,503613,0,+47.3056689,-122.3739932,11193.1112256,Blkgrp 0303111,11193.1112256657,5421280.82620379
1196,53,033,030311,2,530330303112,Block Group 2,G5030,S,407723,0,+47.3028788,-122.3676829,10311.2419955,Blkgrp 0303112,10311.2419954999,4389035.46335895
1197,53,033,030311,3,530330303113,Block Group 3,G5030,S,688084,3993,+47.3136057,-122.3642427,11497.3508749,Blkgrp 0303113,11497.3508749036,7450008.14860313
1198,53,033,030311,4,530330303114,Block Group 4,G5030,S,301037,0,+47.3059652,-122.3642865,9490.2716684,Blkgrp 0303114,9490.27166840173,3240606.58385191
1199,53,033,030312,1,530330303121,Block Group 1,G5030,S,290122,0,+47.2861904,-122.3643617,7264.8092702,Blkgrp 0303121,7264.80927022365,3123119.46444072
1200,53,033,030312,2,530330303122,Block Group 2,G5030,S,464508,0,+47.2970457,-122.3648483,9469.74270436,Blkgrp 0303122,9469.7427043712,5000357.01449057
1201,53,033,030312,3,530330303123,Block Group 3,G5030,S,669449,0,+47.2913823,-122.3692720,15092.7133157,Blkgrp 0303123,15092.713315726,7206530.65583277
1202,53,033,030312,4,530330303124,Block Group 4,G5030,S,428968,0,+47.2966742,-122.3727617,10147.3622598,Blkgrp 0303124,10147.3622598766,4617774.16309825
1203,53,033,030313,1,530330303131,Block Group 1,G5030,S,1087326,0,+47.3106186,-122.3063921,16479.1544189,Blkgrp 0303131,16479.1544189223,11704798.9865715
1204,53,033,030313,2,530330303132,Block Group 2,G5030,S,362006,0,+47.3038612,-122.3074391,9142.76962188,Blkgrp 0303132,9142.76962188615,3896920.55207067
1205,53,033,030313,3,530330303133,Block Group 3,G5030,S,2612523,0,+47.2953574,-122.3178295,23703.3389092,Blkgrp 0303133,23703.3389092058,28123353.6036659
1206,53,033,030314,1,530330303141,Block Group 1,G5030,S,1482963,0,+47.3066100,-122.3202306,19148.2415768,Blkgrp 0303141,19148.241576746,15963741.924141
1207,53,033,030314,2,530330303142,Block Group 2,G5030,S,488576,0,+47.3079456,-122.3283076,11597.6846585,Blkgrp 0303142,11597.6846584252,5259399.50046654
1208,53,033,030314,3,530330303143,Block Group 3,G5030,S,520545,0,+47.3124728,-122.3294288,11821.1817974,Blkgrp 0303143,11821.1817973536,5603534.35008131
1209,53,033,030403,1,530330304031,Block Group 1,G5030,S,711889,0,+47.2748949,-122.3026014,11350.9731204,Blkgrp 0304031,11350.9731203817,7663476.44360245
1210,53,033,030403,2,530330304032,Block Group 2,G5030,S,2242465,6562,+47.2661221,-122.3146739,26801.6186867,Blkgrp 0304032,26801.6186867262,24210711.0957132
1211,53,033,030403,3,530330304033,Block Group 3,G5030,S,803920,0,+47.2598881,-122.3054867,14653.9684008,Blkgrp 0304033,14653.9684008718,8654238.13383712
1212,53,033,030404,1,530330304041,Block Group 1,G5030,S,1981014,149583,+47.2709845,-122.2887474,27164.312206,Blkgrp 0304041,27164.3122060858,22935775.8584474
1213,53,033,030404,2,530330304042,Block Group 2,G5030,S,1023356,2078,+47.2641644,-122.2878638,14612.5470717,Blkgrp 0304042,14612.5470717226,11038787.8414403
1214,53,033,030404,3,530330304043,Block Group 3,G5030,S,2993667,64085,+47.2666920,-122.2722952,27709.4603895,Blkgrp 0304043,27709.4603895372,32916688.1721405
1215,53,033,030405,1,530330304051,Block Group 1,G5030,S,1973531,13206,+47.2852500,-122.2656517,27202.6512777,Blkgrp 0304051,27202.6512776997,21387007.5507893
1216,53,033,030405,2,530330304052,Block Group 2,G5030,S,1250789,74757,+47.2910863,-122.2787960,17361.7760157,Blkgrp 0304052,17361.7760157668,14269279.8717814
1217,53,033,030405,3,530330304053,Block Group 3,G5030,S,1704685,0,+47.2956160,-122.2689455,24917.7770566,Blkgrp 0304053,24917.7770566043,18350640.5443511
1218,53,033,030406,1,530330304061,Block Group 1,G5030,S,786223,0,+47.2834265,-122.3039096,14936.8015786,Blkgrp 0304061,14936.8015786084,8463614.57246083
1219,53,033,030406,2,530330304062,Block Group 2,G5030,S,1894093,70290,+47.2842064,-122.2870326,24566.8745346,Blkgrp 0304062,24566.874534589,21146347.7829895
1220,53,033,030407,1,530330304071,Block Group 1,G5030,S,2155759,161463,+47.3109875,-122.2864180,26282.0613335,Blkgrp 0304071,26282.061333519,24944318.5818192
1221,53,033,030407,2,530330304072,Block Group 2,G5030,S,2341456,22720,+47.2927515,-122.3017625,28660.3817995,Blkgrp 0304072,28660.3817994621,25449889.6340682
1222,53,033,030501,1,530330305011,Block Group 1,G5030,S,10486062,43830,+47.3273852,-122.2353377,53922.141845,Blkgrp 0305011,53922.1418449394,113350574.649404
1223,53,033,030501,2,530330305012,Block Group 2,G5030,S,883232,0,+47.3153667,-122.2280898,13963.0722429,Blkgrp 0305012,13963.0722428877,9507718.96368654
1224,53,033,030503,1,530330305031,Block Group 1,G5030,S,607873,11514,+47.3285207,-122.2168376,10612.8632861,Blkgrp 0305031,10612.8632861547,6667481.34650818
1225,53,033,030503,2,530330305032,Block Group 2,G5030,S,1776995,27538,+47.3488393,-122.2171491,19839.2681161,Blkgrp 0305032,19839.2681161714,19424969.1841763
1226,53,033,030503,3,530330305033,Block Group 3,G5030,S,737043,25218,+47.3377617,-122.2144081,12294.9711768,Blkgrp 0305033,12294.97117688,8205406.25134517
1227,53,033,030504,1,530330305041,Block Group 1,G5030,S,281537,0,+47.3174629,-122.2188820,8133.59931325,Blkgrp 0305041,8133.59931327073,3030666.0142027
1228,53,033,030504,2,530330305042,Block Group 2,G5030,S,345967,24636,+47.3164734,-122.2121459,12837.2924439,Blkgrp 0305042,12837.2924438721,3989425.53176886
1229,53,033,030504,3,530330305043,Block Group 3,G5030,S,387563,0,+47.3233730,-122.2177656,8318.44709746,Blkgrp 0305043,8318.44709747294,4171980.26384062
1230,53,033,030504,4,530330305044,Block Group 4,G5030,S,509157,18126,+47.3240904,-122.2076367,9931.6062636,Blkgrp 0305044,9931.60626361413,5676046.57713361
1231,53,033,030600,1,530330306001,Block Group 1,G5030,S,619919,15150,+47.3114596,-122.2065717,10822.5040302,Blkgrp 0306001,10822.5040301731,6836374.09478842
1232,53,033,030600,2,530330306002,Block Group 2,G5030,S,1501698,61955,+47.3032329,-122.1871067,28312.6718701,Blkgrp 0306002,28312.6718701564,16832312.1782678
1233,53,033,030600,3,530330306003,Block Group 3,G5030,S,521493,0,+47.3057102,-122.2229195,11854.2433105,Blkgrp 0306003,11854.2433105337,5613743.28130088
1234,53,033,030600,4,530330306004,Block Group 4,G5030,S,736317,0,+47.3114896,-122.2195274,11899.6763471,Blkgrp 0306004,11899.6763471447,7926260.58398079
1235,53,033,030700,1,530330307001,Block Group 1,G5030,S,526308,0,+47.3003544,-122.2180241,11098.2033348,Blkgrp 0307001,11098.2033347655,5665611.61320351
1236,53,033,030700,2,530330307002,Block Group 2,G5030,S,718370,0,+47.2970263,-122.2232260,13117.0139167,Blkgrp 0307002,13117.0139166384,7733090.55734114
1237,53,033,030700,3,530330307003,Block Group 3,G5030,S,308716,0,+47.2918411,-122.2237907,7688.16415703,Blkgrp 0307003,7688.16415701176,3323292.47718881
1238,53,033,030801,1,530330308011,Block Group 1,G5030,S,5592861,33590,+47.2882624,-122.2362214,53322.404509,Blkgrp 0308011,53322.4045089597,60568000.7875602
1239,53,033,030801,2,530330308012,Block Group 2,G5030,S,506132,0,+47.2798009,-122.2181802,10229.2598532,Blkgrp 0308012,10229.259853256,5448468.38837575
1240,53,033,030801,3,530330308013,Block Group 3,G5030,S,399502,0,+47.2787068,-122.2253215,9475.96179532,Blkgrp 0308013,9475.96179533651,4300607.84650125
1241,53,033,030801,4,530330308014,Block Group 4,G5030,S,458442,0,+47.2864106,-122.2251203,9018.49796836,Blkgrp 0308014,9018.49796836478,4935068.84352009
1242,53,033,030802,1,530330308021,Block Group 1,G5030,S,258598,0,+47.2793332,-122.2108084,7402.96220075,Blkgrp 0308021,7402.96220070793,2783796.9303041
1243,53,033,030802,2,530330308022,Block Group 2,G5030,S,1126973,0,+47.2876545,-122.2143481,15044.1559756,Blkgrp 0308022,15044.1559756415,12131686.1283901
1244,53,033,030901,1,530330309011,Block Group 1,G5030,S,962948,0,+47.2879100,-122.2545029,16061.3399244,Blkgrp 0309011,16061.3399243326,10366035.8313415
1245,53,033,030901,2,530330309012,Block Group 2,G5030,S,1074819,0,+47.2714099,-122.2559285,16780.8495628,Blkgrp 0309012,16780.8495627948,11570396.1208587
1246,53,033,030901,3,530330309013,Block Group 3,G5030,S,1083933,0,+47.2835434,-122.2490833,20399.8493291,Blkgrp 0309013,20399.8493290931,11668446.7354545
1247,53,033,030902,1,530330309021,Block Group 1,G5030,S,786926,0,+47.2612230,-122.2570576,12791.4419741,Blkgrp 0309021,12791.441974087,8471293.25709754
1248,53,033,030902,2,530330309022,Block Group 2,G5030,S,1245757,46988,+47.2638785,-122.2368309,15370.7281321,Blkgrp 0309022,15370.7281321042,13916417.4788552
1249,53,033,030902,3,530330309023,Block Group 3,G5030,S,1039125,0,+47.2728002,-122.2405403,16374.0037691,Blkgrp 0309023,16374.0037691213,11186101.0505016
1250,53,033,030902,4,530330309024,Block Group 4,G5030,S,833581,0,+47.2647711,-122.2480567,17340.4766125,Blkgrp 0309024,17340.4766124894,8973490.1580706
1251,53,033,031000,1,530330310001,Block Group 1,G5030,S,506758,0,+47.2607651,-122.2137393,9332.33166515,Blkgrp 0310001,9332.33166515797,5455254.19839597
1252,53,033,031000,2,530330310002,Block Group 2,G5030,S,1312499,34933,+47.2658402,-122.2213798,23519.7539115,Blkgrp 0310002,23519.7539114975,14505112.2305148
1253,53,033,031000,3,530330310003,Block Group 3,G5030,S,10642840,257670,+47.2689510,-122.1862092,53426.0261086,Blkgrp 0310003,53426.0261086833,117343672.143339
1254,53,033,031101,1,530330311011,Block Group 1,G5030,S,2033273,14679,+47.2936394,-122.1995145,18706.287617,Blkgrp 0311011,18706.2876170243,22045834.9358089
1255,53,033,031101,2,530330311012,Block Group 2,G5030,S,533045,0,+47.2936720,-122.1891788,11263.632281,Blkgrp 0311012,11263.6322809909,5738149.26233171
1256,53,033,031101,3,530330311013,Block Group 3,G5030,S,2423223,49675,+47.2924436,-122.1694338,23649.4001086,Blkgrp 0311013,23649.4001086488,26620352.2842739
1257,53,033,031102,1,530330311021,Block Group 1,G5030,S,396135,0,+47.2859864,-122.1963441,9089.10689193,Blkgrp 0311021,9089.10689190513,4264345.66238834
1258,53,033,031102,2,530330311022,Block Group 2,G5030,S,1111067,25943,+47.2809278,-122.2027859,20709.0761222,Blkgrp 0311022,20709.0761221557,12239812.9590827
1259,53,033,031102,3,530330311023,Block Group 3,G5030,S,809757,34989,+47.2835642,-122.1748216,16675.1688375,Blkgrp 0311023,16675.168837466,9093581.35477881
1260,53,033,031202,1,530330312021,Block Group 1,G5030,S,21413543,225644,+47.2611138,-122.0962478,84985.8741374,Blkgrp 0312021,84985.8741374228,232946036.535226
1261,53,033,031202,2,530330312022,Block Group 2,G5030,S,3072422,212519,+47.2745496,-122.1486299,29287.5136646,Blkgrp 0312022,29287.5136645655,35362150.887014
1262,53,033,031202,3,530330312023,Block Group 3,G5030,S,11279175,324878,+47.2641645,-121.9986656,71575.5178702,Blkgrp 0312023,71575.5178701152,124917490.584023
1263,53,033,031202,4,530330312024,Block Group 4,G5030,S,18079508,34490,+47.2467968,-122.0324164,66931.2549798,Blkgrp 0312024,66931.254979819,195000422.629851
1264,53,033,031202,5,530330312025,Block Group 5,G5030,S,12729443,222075,+47.2395995,-122.1057950,71999.3299703,Blkgrp 0312025,71999.3299702082,139425971.69746
1265,53,033,031204,1,530330312041,Block Group 1,G5030,S,5989159,10850,+47.3258642,-122.1470761,47650.8679602,Blkgrp 0312041,47650.8679602171,64588049.3614159
1266,53,033,031204,2,530330312042,Block Group 2,G5030,S,7014099,116963,+47.3063880,-122.1299110,41672.9567902,Blkgrp 0312042,41672.956790209,76764107.8161548
1267,53,033,031204,3,530330312043,Block Group 3,G5030,S,14539846,249115,+47.2902238,-122.1256482,89676.6155958,Blkgrp 0312043,89676.6155957637,159201084.099425
1268,53,033,031204,4,530330312044,Block Group 4,G5030,S,3946208,0,+47.3236751,-122.1199734,50219.7230796,Blkgrp 0312044,50219.723079556,42479646.4104618
1269,53,033,031204,5,530330312045,Block Group 5,G5030,S,5388445,224592,+47.2998358,-122.1100375,40895.9559008,Blkgrp 0312045,40895.9559008078,60423210.0048083
1270,53,033,031206,1,530330312061,Block Group 1,G5030,S,2451449,59492,+47.3109731,-122.1804553,42962.5716734,Blkgrp 0312061,42962.571673418,27029632.4722607
1271,53,033,031206,2,530330312062,Block Group 2,G5030,S,728827,0,+47.3134917,-122.1880769,15139.2500822,Blkgrp 0312062,15139.2500821773,7845641.05412321
1272,53,033,031206,3,530330312063,Block Group 3,G5030,S,453269,0,+47.3188005,-122.1757994,12042.9881517,Blkgrp 0312063,12042.9881517333,4879284.14267862
1273,53,033,031207,1,530330312071,Block Group 1,G5030,S,2204519,3323,+47.3377138,-122.1612796,26235.4155728,Blkgrp 0312071,26235.4155728267,23766576.6633367
1274,53,033,031207,2,530330312072,Block Group 2,G5030,S,631155,0,+47.3271627,-122.1801438,12632.5180178,Blkgrp 0312072,12632.5180177327,6794171.98060167
1275,53,033,031207,3,530330312073,Block Group 3,G5030,S,425909,0,+47.3252257,-122.1712053,10329.4961708,Blkgrp 0312073,10329.4961708218,4584761.92027514
1276,53,033,031208,1,530330312081,Block Group 1,G5030,S,1285800,38070,+47.3239701,-122.2005308,23685.9257593,Blkgrp 0312081,23685.9257593088,14251019.8570096
1277,53,033,031208,2,530330312082,Block Group 2,G5030,S,778510,0,+47.3184583,-122.1947128,13353.843565,Blkgrp 0312082,13353.843565048,8380429.20839042
1278,53,033,031208,3,530330312083,Block Group 3,G5030,S,554351,0,+47.3215236,-122.1831352,11827.7148652,Blkgrp 0312083,11827.7148651716,5967396.62621144
1279,53,033,031301,1,530330313011,Block Group 1,G5030,S,9480176,6496,+47.2172260,-122.0203520,49438.1204393,Blkgrp 0313011,49438.1204392887,102127775.950552
1280,53,033,031301,2,530330313012,Block Group 2,G5030,S,23498331,452938,+47.2047380,-122.0721849,76703.4801524,Blkgrp 0313012,76703.4801524763,257845269.070318
1281,53,033,031302,1,530330313021,Block Group 1,G5030,S,666883,0,+47.1956609,-122.0109267,10720.6873355,Blkgrp 0313021,10720.6873354548,7179315.11093377
1282,53,033,031302,2,530330313022,Block Group 2,G5030,S,8864464,111632,+47.1859751,-122.0119002,49073.5075876,Blkgrp 0313022,49073.5075875814,96632653.5913034
1283,53,033,031302,3,530330313023,Block Group 3,G5030,S,750360,0,+47.1953566,-121.9905260,11955.2579539,Blkgrp 0313023,11955.2579539281,8078012.70720601
1284,53,033,031302,4,530330313024,Block Group 4,G5030,S,556199,0,+47.1962203,-122.0007080,10552.2407097,Blkgrp 0313024,10552.2407097267,5987749.56758367
1285,53,033,031400,1,530330314001,Block Group 1,G5030,S,1013151,0,+47.2041323,-121.9916155,15515.3197347,Blkgrp 0314001,15515.3197346548,10907022.1425189
1286,53,033,031400,2,530330314002,Block Group 2,G5030,S,2968036,1179,+47.2101132,-121.9764766,25248.0009032,Blkgrp 0314002,25248.0009031864,31964892.9680506
1287,53,033,031400,3,530330314003,Block Group 3,G5030,S,971532,0,+47.2104616,-122.0019955,15746.5297503,Blkgrp 0314003,15746.5297502626,10458937.2412566
1288,53,033,031400,4,530330314004,Block Group 4,G5030,S,1409825,0,+47.2042036,-122.0081248,19552.4639575,Blkgrp 0314004,19552.4639575211,15177408.1473328
1289,53,033,031501,1,530330315011,Block Group 1,G5030,S,34163235,68195,+47.3683229,-121.8948625,115949.657067,Blkgrp 0315011,115949.657066879,368481426.309473
1290,53,033,031501,2,530330315012,Block Group 2,G5030,S,98239041,1362996,+47.3150797,-121.8554806,226080.338347,Blkgrp 0315012,226080.338346733,1072187659.90613
1291,53,033,031501,3,530330315013,Block Group 3,G5030,S,29091524,570636,+47.2870396,-121.9521028,112865.187979,Blkgrp 0315013,112865.187978534,319307898.673676
1292,53,033,031502,1,530330315021,Block Group 1,G5030,S,1002288360,8756519,+47.2393540,-121.6197550,720741.019843,Blkgrp 0315021,720741.019843169,10884064826.5704
1293,53,033,031502,2,530330315022,Block Group 2,G5030,S,15875980,120130,+47.2252135,-121.9545441,69046.1592827,Blkgrp 0315022,69046.1592826418,172203134.924915
1294,53,033,031502,3,530330315023,Block Group 3,G5030,S,7672572,282023,+47.1745143,-121.9767748,45496.5243406,Blkgrp 0315023,45496.5243406221,85636396.3893999
1295,53,033,031601,1,530330316011,Block Group 1,G5030,S,912604,0,+47.3348739,-122.0552702,14773.03411,Blkgrp 0316011,14773.0341099226,9823813.02250463
1296,53,033,031601,2,530330316012,Block Group 2,G5030,S,4942566,271543,+47.3211153,-122.0805865,37565.2073541,Blkgrp 0316012,37565.2073539806,56128306.0569348
1297,53,033,031601,3,530330316013,Block Group 3,G5030,S,4338776,79873,+47.3332191,-122.1143992,33844.7419972,Blkgrp 0316013,33844.7419971843,47565075.5048467
1298,53,033,031601,4,530330316014,Block Group 4,G5030,S,4475594,67090,+47.3385540,-122.0836380,30705.1768373,Blkgrp 0316014,30705.176837277,48900267.1178742
1299,53,033,031603,1,530330316031,Block Group 1,G5030,S,18189755,758778,+47.3399847,-121.9621557,70128.6110358,Blkgrp 0316031,70128.6110357918,203972303.282595
1300,53,033,031603,2,530330316032,Block Group 2,G5030,S,3466414,124412,+47.3236554,-121.9918220,31768.0412581,Blkgrp 0316032,31768.0412581094,38653961.9263685
1301,53,033,031603,3,530330316033,Block Group 3,G5030,S,27776276,639532,+47.2996420,-121.9964147,109617.037505,Blkgrp 0316033,109617.037505296,305889525.098248
1302,53,033,031603,4,530330316034,Block Group 4,G5030,S,6532049,0,+47.3638134,-121.9942332,37616.3164163,Blkgrp 0316034,37616.3164162688,70313827.7811572
1303,53,033,031604,1,530330316041,Block Group 1,G5030,S,1441255,3229,+47.3481048,-122.0442915,18089.3285419,Blkgrp 0316041,18089.3285419204,15549218.5043212
1304,53,033,031604,2,530330316042,Block Group 2,G5030,S,1423387,0,+47.3551780,-122.0288723,17723.412632,Blkgrp 0316042,17723.4126319271,15322063.2227705
1305,53,033,031604,3,530330316043,Block Group 3,G5030,S,455886,0,+47.3491561,-122.0291336,12570.024967,Blkgrp 0316043,12570.024967024,4907413.11913557
1306,53,033,031604,4,530330316044,Block Group 4,G5030,S,833175,0,+47.3454261,-122.0291398,16182.0784026,Blkgrp 0316044,16182.0784025868,8968749.18447167
1307,53,033,031605,1,530330316051,Block Group 1,G5030,S,1888144,866765,+47.3246708,-122.0371166,31764.2331422,Blkgrp 0316051,31764.233142215,29655627.1727714
1308,53,033,031605,2,530330316052,Block Group 2,G5030,S,8283597,164939,+47.3123030,-122.0555521,47316.627484,Blkgrp 0316052,47316.6274839179,90946241.6998273
1309,53,033,031605,3,530330316053,Block Group 3,G5030,S,5219170,532603,+47.3281690,-122.0254101,35970.8973308,Blkgrp 0316053,35970.8973307965,61915840.1826406
